Orthogroup	Duplications (all)	Duplications (50% support)
OG0001380	51	46
OG0001381	35	34
OG0001382	41	38
OG0001383	46	44
OG0001384	46	45
OG0001385	49	49
OG0001386	54	53
OG0001387	37	33
OG0001388	43	43
OG0001389	34	31
OG0001390	45	38
OG0001391	58	58
OG0001392	52	52
OG0001393	55	55
OG0001394	48	47
OG0001395	60	60
OG0001396	51	51
OG0001397	46	45
OG0001398	46	44
OG0001399	37	32
OG0001400	50	49
OG0001401	46	46
OG0001402	41	40
OG0001403	46	45
OG0001404	44	42
OG0001405	43	41
OG0001406	49	46
OG0001407	45	44
OG0001408	43	38
OG0001409	31	24
OG0001410	46	42
OG0001411	36	29
OG0001412	48	48
OG0001413	47	47
OG0001414	44	44
OG0001415	53	53
OG0001416	49	46
OG0001417	55	55
OG0001418	50	50
OG0001419	46	46
OG0001420	51	51
OG0001421	49	49
OG0001422	44	41
OG0001423	50	50
OG0001424	31	31
OG0001425	40	33
OG0001426	49	47
OG0001427	49	49
OG0001428	38	32
OG0001429	46	43
OG0001430	40	38
OG0001431	49	43
OG0001432	55	55
OG0001433	46	46
OG0001434	49	39
OG0001435	52	45
OG0001436	37	34
OG0001437	47	40
OG0001438	49	47
OG0001439	47	38
OG0001440	21	17
OG0001441	54	53
OG0001442	41	40
OG0001443	11	9
OG0001444	34	31
OG0001445	44	32
OG0001446	42	41
OG0001447	52	52
OG0001448	37	35
OG0001449	30	26
OG0001450	47	43
OG0001451	43	43
OG0001452	36	31
OG0001453	49	48
OG0001454	44	42
OG0001455	40	38
OG0001456	48	48
OG0001457	51	47
OG0001458	46	42
OG0001459	45	42
OG0001460	39	38
OG0001461	48	45
OG0001462	43	40
OG0001463	53	50
OG0001464	52	48
OG0001465	53	51
OG0001466	42	38
OG0001467	48	44
OG0001468	53	53
OG0001469	48	48
OG0001470	47	47
OG0001471	46	37
OG0001472	44	42
OG0001473	48	39
OG0001474	49	47
OG0001475	59	59
OG0001476	45	43
OG0001477	49	46
OG0001478	36	31
OG0001479	50	43
OG0001480	55	49
OG0001481	37	34
OG0001482	50	50
OG0001483	42	39
OG0001484	50	46
OG0001485	31	28
OG0001486	48	45
OG0001487	48	40
OG0001488	39	39
OG0001489	49	43
OG0001490	48	45
OG0001491	48	48
OG0001492	41	36
OG0001493	41	40
OG0001494	36	35
OG0001495	49	42
OG0001496	31	28
OG0001497	38	38
OG0001498	45	42
OG0001499	51	50
OG0001500	54	54
OG0001501	57	57
OG0001502	55	55
OG0001503	46	43
OG0001504	45	45
OG0001505	47	41
OG0001506	47	40
OG0001507	50	50
OG0001508	35	34
OG0001509	51	51
OG0001510	43	43
OG0001511	42	38
OG0001512	50	50
OG0001513	25	25
OG0001514	49	49
OG0001515	31	31
OG0001516	47	47
OG0001517	48	48
OG0001518	50	47
OG0001519	39	39
OG0001520	27	24
OG0001521	50	40
OG0001522	49	45
OG0001523	48	48
OG0001524	44	42
OG0001525	49	44
OG0001526	45	44
OG0001527	48	41
OG0001528	45	41
OG0001529	47	47
OG0001530	44	42
OG0001531	53	53
OG0001532	52	51
OG0001533	38	36
OG0001534	45	42
OG0001535	49	49
OG0001536	45	39
OG0001537	44	42
OG0001538	45	40
OG0001539	46	45
OG0001540	49	45
OG0001541	35	29
OG0001542	50	49
OG0001543	43	36
OG0001544	52	52
OG0001545	38	36
OG0001546	56	56
OG0001547	46	40
OG0001548	47	46
OG0001549	54	54
OG0001550	51	49
OG0001551	33	30
OG0001552	53	53
OG0001553	45	43
OG0001554	45	45
OG0001555	43	42
OG0001556	51	47
OG0001557	44	43
OG0001558	38	36
OG0001559	49	49
OG0001560	38	38
OG0001561	33	31
OG0001562	49	36
OG0001563	47	43
OG0001564	41	34
OG0001565	52	51
OG0001566	45	45
OG0001567	50	50
OG0001568	44	39
OG0001569	47	46
OG0001570	44	40
OG0001571	33	33
OG0001572	48	42
OG0001573	44	42
OG0001574	41	37
OG0001575	38	33
OG0001576	48	45
OG0001577	42	39
OG0001578	30	29
OG0001579	41	37
OG0001580	42	38
OG0001581	43	40
OG0001582	47	47
OG0001583	53	47
OG0001584	47	44
OG0001585	54	54
OG0001586	46	46
OG0001587	51	50
OG0001588	48	47
OG0001589	39	39
OG0001590	37	33
OG0001591	43	38
OG0001592	48	48
OG0001593	45	44
OG0001594	39	37
OG0001595	42	34
OG0001596	35	35
OG0001597	46	46
OG0001598	44	41
OG0001599	52	44
OG0001600	46	40
OG0001601	45	42
OG0001602	45	40
OG0001603	43	43
OG0001604	45	44
OG0001605	55	55
OG0001606	44	36
OG0001607	43	43
OG0001608	46	45
OG0001609	57	57
OG0001610	57	57
OG0001611	46	46
OG0001612	41	41
OG0001613	47	43
OG0001614	42	38
OG0001615	36	35
OG0001616	46	39
OG0001617	45	32
OG0001618	46	46
OG0001619	46	44
OG0001620	14	10
OG0001621	47	45
OG0001622	38	31
OG0001623	45	44
OG0001624	23	17
OG0001625	47	46
OG0001626	18	15
OG0001627	46	46
OG0001628	45	41
OG0001629	40	36
OG0001630	54	53
OG0001631	40	35
OG0001632	48	44
OG0001633	46	40
OG0001634	57	57
OG0001635	38	36
OG0001636	38	38
OG0001637	56	56
OG0001638	47	47
OG0001639	43	41
OG0001640	49	47
OG0001641	48	47
OG0001642	39	35
OG0001643	42	42
OG0001644	40	37
OG0001645	53	53
OG0001646	47	47
OG0001647	30	25
OG0001648	49	49
OG0001649	43	33
OG0001650	34	26
OG0001651	44	43
OG0001652	49	48
OG0001653	47	44
OG0001654	47	39
OG0001655	40	38
OG0001656	41	35
OG0001657	44	28
OG0001658	46	46
OG0001659	46	43
OG0001660	50	48
OG0001661	48	46
OG0001662	45	41
OG0001663	30	29
OG0001664	28	26
OG0001665	48	47
OG0001666	46	45
OG0001667	53	53
OG0001668	38	31
OG0001669	54	54
OG0001670	56	56
OG0001671	53	53
OG0001672	50	49
OG0001673	50	50
OG0001674	39	35
OG0001675	42	42
OG0001676	44	42
OG0001677	50	49
OG0001678	45	43
OG0001679	26	26
OG0001680	42	40
OG0001681	47	45
OG0001682	43	42
OG0001683	52	29
OG0001684	45	45
OG0001685	47	47
OG0001686	47	43
OG0001687	50	50
OG0001688	41	37
OG0001689	48	48
OG0001690	51	51
OG0001691	49	46
OG0001692	42	38
OG0001693	40	40
OG0001694	44	44
OG0001695	42	40
OG0001696	36	33
OG0001697	42	36
OG0001698	45	41
OG0001699	44	44
OG0001700	46	46
OG0001701	47	44
OG0001702	49	48
OG0001703	38	34
OG0001704	43	42
OG0001705	44	43
OG0001706	44	41
OG0001707	44	42
OG0001708	41	40
OG0001709	39	36
OG0001710	42	36
OG0001711	44	41
OG0001712	46	42
OG0001713	44	42
OG0001714	40	39
OG0001715	43	35
OG0001716	38	37
OG0001717	51	51
OG0001718	26	25
OG0001719	41	39
OG0001720	44	44
OG0001721	39	35
OG0001722	42	37
OG0001723	31	29
OG0001724	23	23
OG0001725	27	25
OG0001726	49	49
OG0001727	38	29
OG0001728	47	47
OG0001729	43	42
OG0001730	33	29
OG0001731	48	43
OG0001732	40	38
OG0001733	45	42
OG0001734	45	39
OG0001735	47	40
OG0001736	46	40
OG0001737	52	52
OG0001738	46	46
OG0001739	41	38
OG0001740	51	49
OG0001741	39	39
OG0001742	50	50
OG0001743	50	50
OG0001744	39	37
OG0001745	43	42
OG0001746	44	43
OG0001747	45	44
OG0001748	18	13
OG0001749	30	26
OG0001750	45	41
OG0001751	44	42
OG0001752	18	14
OG0001753	41	40
OG0001754	40	38
OG0001755	37	37
OG0001756	44	44
OG0001757	37	37
OG0001758	33	25
OG0001759	55	55
OG0001760	40	33
OG0001761	42	41
OG0001762	44	33
OG0001763	33	31
OG0001764	47	47
OG0001765	41	32
OG0001766	43	36
OG0001767	45	42
OG0001768	41	41
OG0001769	40	38
OG0001770	6	5
OG0001771	23	22
OG0001772	45	43
OG0001773	45	45
OG0001774	46	37
OG0001775	47	44
OG0001776	44	42
OG0001777	37	36
OG0001778	29	19
OG0001779	44	44
OG0001780	46	36
OG0001781	44	44
OG0001782	43	36
OG0001783	37	37
OG0001784	39	31
OG0001785	37	36
OG0001786	38	32
OG0001787	43	42
OG0001788	43	34
OG0001789	46	43
OG0001790	32	27
OG0001791	38	38
OG0001792	43	37
OG0001793	47	47
OG0001794	39	37
OG0001795	42	38
OG0001796	48	46
OG0001797	28	28
OG0001798	40	39
OG0001799	40	34
OG0001800	45	42
OG0001801	43	40
OG0001802	42	32
OG0001803	18	17
OG0001804	31	29
OG0001805	38	36
OG0001806	47	47
OG0001807	40	38
OG0001808	42	39
OG0001809	50	44
OG0001810	30	28
OG0001811	48	48
OG0001812	46	45
OG0001813	35	33
OG0001814	41	41
OG0001815	29	28
OG0001816	41	33
OG0001817	40	39
OG0001818	47	45
OG0001819	40	40
OG0001820	36	34
OG0001821	37	36
OG0001822	34	30
OG0001823	44	42
OG0001824	44	44
OG0001825	46	41
OG0001826	50	43
OG0001827	45	31
OG0001828	41	38
OG0001829	40	40
OG0001830	41	40
OG0001831	42	37
OG0001832	43	41
OG0001833	44	36
OG0001834	46	44
OG0001835	38	35
OG0001836	38	37
OG0001837	44	43
OG0001838	36	36
OG0001839	39	36
OG0001840	45	43
OG0001841	45	43
OG0001842	42	37
OG0001843	37	37
OG0001844	42	37
OG0001845	46	46
OG0001846	38	35
OG0001847	38	38
OG0001848	48	37
OG0001849	49	40
OG0001850	41	36
OG0001851	47	47
OG0001852	46	45
OG0001853	46	46
OG0001854	33	32
OG0001855	39	38
OG0001856	46	46
OG0001857	46	44
OG0001858	28	26
OG0001859	38	37
OG0001860	28	26
OG0001861	17	15
OG0001862	46	46
OG0001863	28	27
OG0001864	32	26
OG0001865	49	49
OG0001866	41	35
OG0001867	25	19
OG0001868	34	32
OG0001869	43	39
OG0001870	43	35
OG0001871	42	39
OG0001872	48	42
OG0001873	30	22
OG0001874	45	45
OG0001875	54	54
OG0001876	47	45
OG0001877	52	52
OG0001878	9	8
OG0001879	11	11
OG0001880	38	38
OG0001881	53	53
OG0001882	42	40
OG0001883	38	38
OG0001884	41	40
OG0001885	41	39
OG0001886	44	34
OG0001887	45	41
OG0001888	30	28
OG0001889	34	28
OG0001890	40	34
OG0001891	45	37
OG0001892	39	34
OG0001893	40	33
OG0001894	48	45
OG0001895	45	45
OG0001896	35	29
OG0001897	47	46
OG0001898	46	42
OG0001899	39	36
OG0001900	37	37
OG0001901	32	32
OG0001902	37	30
OG0001903	41	36
OG0001904	35	30
OG0001905	41	40
OG0001906	28	27
OG0001907	39	34
OG0001908	39	37
OG0001909	38	35
OG0001910	36	31
OG0001911	42	42
OG0001912	33	32
OG0001913	38	32
OG0001914	45	43
OG0001915	40	39
OG0001916	38	35
OG0001917	43	35
OG0001918	39	37
OG0001919	27	27
OG0001920	37	35
OG0001921	46	46
OG0001922	49	46
OG0001923	42	42
OG0001924	42	40
OG0001925	40	37
OG0001926	39	36
OG0001927	43	40
OG0001928	31	29
OG0001929	25	23
OG0001930	41	34
OG0001931	43	41
OG0001932	38	34
OG0001933	41	41
OG0001934	42	42
OG0001935	36	32
OG0001936	41	38
OG0001937	38	34
OG0001938	40	38
OG0001939	41	40
OG0001940	42	41
OG0001941	14	13
OG0001942	46	46
OG0001943	44	39
OG0001944	40	25
OG0001945	30	28
OG0001946	40	38
OG0001947	43	41
OG0001948	45	44
OG0001949	49	47
OG0001950	38	37
OG0001951	31	28
OG0001952	22	20
OG0001953	41	40
OG0001954	38	37
OG0001955	40	30
OG0001956	35	35
OG0001957	40	39
OG0001958	40	40
OG0001959	48	48
OG0001960	43	35
OG0001961	30	24
OG0001962	45	40
OG0001963	48	44
OG0001964	38	37
OG0001965	32	30
OG0001966	31	28
OG0001967	30	30
OG0001968	44	39
OG0001969	44	41
OG0001970	38	36
OG0001971	49	49
OG0001972	28	26
OG0001973	41	38
OG0001974	50	50
OG0001975	40	39
OG0001976	26	26
OG0001977	39	38
OG0001978	45	42
OG0001979	45	40
OG0001980	39	36
OG0001981	48	46
OG0001982	38	31
OG0001983	43	40
OG0001984	40	38
OG0001985	42	42
OG0001986	43	43
OG0001987	46	46
OG0001988	45	37
OG0001989	45	42
OG0001990	40	37
OG0001991	38	37
OG0001992	39	38
OG0001993	49	49
OG0001994	38	33
OG0001995	31	24
OG0001996	47	45
OG0001997	36	31
OG0001998	40	36
OG0001999	39	39
OG0002000	45	45
OG0002001	39	38
OG0002002	41	37
OG0002003	37	34
OG0002004	44	43
OG0002005	46	46
OG0002006	44	41
OG0002007	43	43
OG0002008	47	47
OG0002009	42	37
OG0002010	44	43
OG0002011	43	39
OG0002012	49	46
OG0002013	36	23
OG0002014	41	40
OG0002015	50	50
OG0002016	41	41
OG0002017	42	42
OG0002018	27	27
OG0002019	38	35
OG0002020	42	42
OG0002021	36	34
OG0002022	41	40
OG0002023	46	37
OG0002024	42	41
OG0002025	42	38
OG0002026	39	38
OG0002027	22	19
OG0002028	34	32
OG0002029	51	51
OG0002030	43	40
OG0002031	43	36
OG0002032	44	43
OG0002033	33	30
OG0002034	40	33
OG0002035	42	36
OG0002036	42	39
OG0002037	41	35
OG0002038	37	36
OG0002039	39	35
OG0002040	23	23
OG0002041	26	24
OG0002042	32	28
OG0002043	38	34
OG0002044	47	47
OG0002045	46	41
OG0002046	44	44
OG0002047	38	26
OG0002048	40	38
OG0002049	44	43
OG0002050	31	27
OG0002051	43	43
OG0002052	40	37
OG0002053	51	51
OG0002054	46	44
OG0002055	45	44
OG0002056	37	37
OG0002057	39	39
OG0002058	23	20
OG0002059	45	45
OG0002060	43	42
OG0002061	37	34
OG0002062	40	40
OG0002063	39	31
OG0002064	40	37
OG0002065	43	42
OG0002066	6	6
OG0002067	46	43
OG0002068	38	38
OG0002069	37	37
OG0002070	28	21
OG0002071	44	44
OG0002072	50	50
OG0002073	35	31
OG0002074	20	17
OG0002075	43	42
OG0002076	42	40
OG0002077	24	22
OG0002078	34	32
OG0002079	37	36
OG0002080	14	10
OG0002081	46	40
OG0002082	29	26
OG0002083	42	40
OG0002084	48	48
OG0002085	39	28
OG0002086	38	38
OG0002087	40	34
OG0002088	36	36
OG0002089	41	36
OG0002090	36	34
OG0002091	39	39
OG0002092	49	49
OG0002093	10	10
OG0002094	41	31
OG0002095	43	43
OG0002096	49	49
OG0002097	44	43
OG0002098	42	39
OG0002099	45	43
OG0002100	38	35
OG0002101	38	38
OG0002102	39	39
OG0002103	26	25
OG0002104	42	25
OG0002105	45	39
OG0002106	38	33
OG0002107	43	43
OG0002108	44	44
OG0002109	39	35
OG0002110	39	38
OG0002111	41	39
OG0002112	37	33
OG0002113	40	37
OG0002114	43	41
OG0002115	27	26
OG0002116	52	52
OG0002117	43	42
OG0002118	38	35
OG0002119	42	40
OG0002120	38	35
OG0002121	38	38
OG0002122	40	38
OG0002123	31	28
OG0002124	31	27
OG0002125	28	25
OG0002126	44	44
OG0002127	35	34
OG0002128	23	22
OG0002129	43	42
OG0002130	34	25
OG0002131	41	40
OG0002132	41	39
OG0002133	38	36
OG0002134	38	35
OG0002135	43	43
OG0002136	37	34
OG0002137	22	22
OG0002138	39	37
OG0002139	52	52
OG0002140	41	40
OG0002141	43	40
OG0002142	27	21
OG0002143	38	37
OG0002144	44	42
OG0002145	43	41
OG0002146	45	43
OG0002147	36	34
OG0002148	43	41
OG0002149	35	30
OG0002150	11	11
OG0002151	46	46
OG0002152	39	32
OG0002153	42	40
OG0002154	45	44
OG0002155	47	41
OG0002156	29	29
OG0002157	39	38
OG0002158	35	35
OG0002159	39	32
OG0002160	42	39
OG0002161	38	34
OG0002162	33	28
OG0002163	41	40
OG0002164	35	34
OG0002165	39	37
OG0002166	41	41
OG0002167	43	43
OG0002168	42	41
OG0002169	40	34
OG0002170	35	30
OG0002171	35	35
OG0002172	39	37
OG0002173	47	43
OG0002174	33	33
OG0002175	35	33
OG0002176	40	38
OG0002177	41	37
OG0002178	39	37
OG0002179	41	41
OG0002180	41	41
OG0002181	21	16
OG0002182	37	34
OG0002183	37	32
OG0002184	44	42
OG0002185	42	39
OG0002186	26	26
OG0002187	36	33
OG0002188	32	30
OG0002189	35	33
OG0002190	37	30
OG0002191	36	25
OG0002192	13	10
OG0002193	41	40
OG0002194	37	25
OG0002195	45	45
OG0002196	45	42
OG0002197	38	37
OG0002198	42	38
OG0002199	42	42
OG0002200	46	46
OG0002201	49	49
OG0002202	38	31
OG0002203	37	36
OG0002204	39	38
OG0002205	20	19
OG0002206	43	37
OG0002207	42	42
OG0002208	41	35
OG0002209	41	41
OG0002210	42	38
OG0002211	35	34
OG0002212	45	45
OG0002213	40	37
OG0002214	40	39
OG0002215	41	41
OG0002216	38	38
OG0002217	36	34
OG0002218	39	33
OG0002219	45	42
OG0002220	46	41
OG0002221	38	32
OG0002222	46	40
OG0002223	36	31
OG0002224	38	37
OG0002225	29	25
OG0002226	28	28
OG0002227	51	51
OG0002228	40	39
OG0002229	46	46
OG0002230	42	39
OG0002231	35	34
OG0002232	27	25
OG0002233	49	49
OG0002234	33	31
OG0002235	22	19
OG0002236	34	29
OG0002237	28	26
OG0002238	35	32
OG0002239	28	25
OG0002240	35	33
OG0002241	35	32
OG0002242	39	37
OG0002243	43	33
OG0002244	30	29
OG0002245	27	25
OG0002246	38	36
OG0002247	42	37
OG0002248	39	39
OG0002249	37	37
OG0002250	36	28
OG0002251	36	35
OG0002252	41	40
OG0002253	43	42
OG0002254	41	41
OG0002255	35	35
OG0002256	21	15
OG0002257	39	38
OG0002258	27	21
OG0002259	45	45
OG0002260	46	46
OG0002261	49	49
OG0002262	36	36
OG0002263	34	32
OG0002264	43	41
OG0002265	28	21
OG0002266	50	50
OG0002267	41	32
OG0002268	40	33
OG0002269	41	35
OG0002270	31	31
OG0002271	44	43
OG0002272	38	37
OG0002273	44	43
OG0002274	17	17
OG0002275	37	31
OG0002276	48	48
OG0002277	49	49
OG0002278	42	39
OG0002279	43	37
OG0002280	43	41
OG0002281	37	29
OG0002282	44	44
OG0002283	38	38
OG0002284	47	47
OG0002285	38	33
OG0002286	39	39
OG0002287	45	45
OG0002288	39	37
OG0002289	43	40
OG0002290	41	39
OG0002291	34	33
OG0002292	47	44
OG0002293	40	38
OG0002294	39	38
OG0002295	32	29
OG0002296	34	31
OG0002297	41	40
OG0002298	50	50
OG0002299	36	34
OG0002300	41	40
OG0002301	38	36
OG0002302	41	36
OG0002303	42	41
OG0002304	39	38
OG0002305	43	43
OG0002306	31	29
OG0002307	40	36
OG0002308	41	38
OG0002309	33	31
OG0002310	41	32
OG0002311	29	21
OG0002312	44	39
OG0002313	40	39
OG0002314	37	34
OG0002315	22	21
OG0002316	41	41
OG0002317	42	40
OG0002318	9	9
OG0002319	41	39
OG0002320	20	18
OG0002321	38	37
OG0002322	40	36
OG0002323	38	38
OG0002324	40	39
OG0002325	32	25
OG0002326	7	5
OG0002327	22	19
OG0002328	35	32
OG0002329	38	38
OG0002330	38	37
OG0002331	29	24
OG0002332	39	37
OG0002333	38	38
OG0002334	34	29
OG0002335	42	42
OG0002336	40	40
OG0002337	42	40
OG0002338	40	36
OG0002339	40	37
OG0002340	29	29
OG0002341	49	49
OG0002342	49	49
OG0002343	38	38
OG0002344	32	30
OG0002345	37	33
OG0002346	40	24
OG0002347	47	47
OG0002348	48	48
OG0002349	40	38
OG0002350	43	41
OG0002351	45	41
OG0002352	39	39
OG0002353	50	50
OG0002354	34	32
OG0002355	47	47
OG0002356	39	38
OG0002357	38	32
OG0002358	39	35
OG0002359	36	34
OG0002360	39	39
OG0002361	34	33
OG0002362	36	36
OG0002363	41	40
OG0002364	32	30
OG0002365	44	43
OG0002366	50	50
OG0002367	25	25
OG0002368	33	32
OG0002369	36	33
OG0002370	28	28
OG0002371	46	46
OG0002372	39	39
OG0002373	38	33
OG0002374	42	40
OG0002375	43	43
OG0002376	38	36
OG0002377	28	16
OG0002378	32	31
OG0002379	28	25
OG0002380	32	30
OG0002381	32	32
OG0002382	40	37
OG0002383	31	28
OG0002384	38	34
OG0002385	40	38
OG0002386	36	36
OG0002387	33	31
OG0002388	39	38
OG0002389	8	6
OG0002390	36	33
OG0002391	47	47
OG0002392	37	31
OG0002393	32	32
OG0002394	15	15
OG0002395	38	36
OG0002396	41	30
OG0002397	30	29
OG0002398	32	31
OG0002399	41	40
OG0002400	43	40
OG0002401	43	41
OG0002402	39	37
OG0002403	46	43
OG0002404	33	31
OG0002405	37	35
OG0002406	38	36
OG0002407	43	34
OG0002408	39	36
OG0002409	35	31
OG0002410	41	35
OG0002411	38	35
OG0002412	42	40
OG0002413	33	33
OG0002414	36	33
OG0002415	42	40
OG0002416	43	42
OG0002417	49	49
OG0002418	37	33
OG0002419	39	31
OG0002420	33	15
OG0002421	35	35
OG0002422	28	27
OG0002423	34	34
OG0002424	39	37
OG0002425	37	22
OG0002426	42	40
OG0002427	34	32
OG0002428	36	33
OG0002429	17	13
OG0002430	30	26
OG0002431	43	43
OG0002432	39	37
OG0002433	45	43
OG0002434	46	46
OG0002435	40	37
OG0002436	42	42
OG0002437	36	35
OG0002438	42	41
OG0002439	42	39
OG0002440	43	42
OG0002441	24	24
OG0002442	41	41
OG0002443	39	39
OG0002444	35	33
OG0002445	41	40
OG0002446	31	30
OG0002447	36	31
OG0002448	25	23
OG0002449	30	22
OG0002450	45	45
OG0002451	39	35
OG0002452	22	18
OG0002453	40	36
OG0002454	34	31
OG0002455	36	25
OG0002456	33	28
OG0002457	37	32
OG0002458	21	19
OG0002459	25	20
OG0002460	35	34
OG0002461	44	42
OG0002462	37	35
OG0002463	36	36
OG0002464	29	27
OG0002465	38	36
OG0002466	36	34
OG0002467	35	33
OG0002468	36	32
OG0002469	34	34
OG0002470	37	37
OG0002471	35	32
OG0002472	35	35
OG0002473	42	42
OG0002474	39	36
OG0002475	29	28
OG0002476	40	40
OG0002477	38	31
OG0002478	41	40
OG0002479	44	44
OG0002480	38	33
OG0002481	37	34
OG0002482	37	31
OG0002483	43	41
OG0002484	44	44
OG0002485	41	41
OG0002486	34	34
OG0002487	48	48
OG0002488	34	28
OG0002489	36	35
OG0002490	38	37
OG0002491	35	35
OG0002492	36	35
OG0002493	27	23
OG0002494	38	38
OG0002495	36	36
OG0002496	38	37
OG0002497	41	41
OG0002498	36	31
OG0002499	34	32
OG0002500	40	40
OG0002501	33	28
OG0002502	38	35
OG0002503	40	40
OG0002504	24	23
OG0002505	40	40
OG0002506	45	44
OG0002507	44	41
OG0002508	8	6
OG0002509	41	41
OG0002510	33	24
OG0002511	32	29
OG0002512	34	27
OG0002513	42	42
OG0002514	19	16
OG0002515	34	33
OG0002516	38	34
OG0002517	36	35
OG0002518	39	34
OG0002519	36	31
OG0002520	33	32
OG0002521	30	28
OG0002522	40	38
OG0002523	37	37
OG0002524	49	49
OG0002525	37	37
OG0002526	38	37
OG0002527	35	31
OG0002528	37	37
OG0002529	34	31
OG0002530	37	35
OG0002531	42	39
OG0002532	30	30
OG0002533	30	29
OG0002534	29	28
OG0002535	42	42
OG0002536	41	34
OG0002537	36	36
OG0002538	19	19
OG0002539	42	37
OG0002540	16	11
OG0002541	35	35
OG0002542	39	38
OG0002543	33	27
OG0002544	20	14
OG0002545	38	32
OG0002546	25	24
OG0002547	41	41
OG0002548	36	36
OG0002549	40	37
OG0002550	37	34
OG0002551	39	37
OG0002552	36	35
OG0002553	28	27
OG0002554	37	28
OG0002555	41	35
OG0002556	39	38
OG0002557	32	32
OG0002558	45	37
OG0002559	36	32
OG0002560	24	21
OG0002561	40	38
OG0002562	34	34
OG0002563	40	37
OG0002564	36	30
OG0002565	45	45
OG0002566	47	47
OG0002567	38	30
OG0002568	42	40
OG0002569	38	36
OG0002570	40	38
OG0002571	39	34
OG0002572	38	36
OG0002573	43	43
OG0002574	36	36
OG0002575	40	32
OG0002576	40	39
OG0002577	41	41
OG0002578	46	46
OG0002579	40	32
OG0002580	34	30
OG0002581	41	40
OG0002582	28	26
OG0002583	38	32
OG0002584	37	37
OG0002585	36	31
OG0002586	33	29
OG0002587	20	20
OG0002588	40	36
OG0002589	28	18
OG0002590	34	33
OG0002591	17	13
OG0002592	32	29
OG0002593	25	18
OG0002594	34	32
OG0002595	31	29
OG0002596	38	38
OG0002597	32	26
OG0002598	39	39
OG0002599	42	42
OG0002600	40	37
OG0002601	40	40
OG0002602	32	30
OG0002603	36	33
OG0002604	41	38
OG0002605	32	25
OG0002606	36	34
OG0002607	35	31
OG0002608	30	26
OG0002609	29	29
OG0002610	23	18
OG0002611	35	34
OG0002612	42	42
OG0002613	27	21
OG0002614	47	47
OG0002615	41	39
OG0002616	32	28
OG0002617	23	22
OG0002618	34	34
OG0002619	31	28
OG0002620	25	20
OG0002621	39	36
OG0002622	46	46
OG0002623	36	29
OG0002624	39	34
OG0002625	40	32
OG0002626	45	45
OG0002627	45	45
OG0002628	30	25
