Orthogroup	SP803280_proteinas	Saccharum_officinarum_LA_Purple.protein	Saccharum_spontaneum_AP85-441.protein	Saccharum_spontaneum_NpX.protein	sorgo_proteinas	Total
OG0025601	7	5	2	2	1	17
OG0025602	8	0	1	7	1	17
OG0025603	5	4	0	7	1	17
OG0025604	6	5	1	4	1	17
OG0025605	7	7	0	2	1	17
OG0025606	6	4	3	3	1	17
OG0025607	10	5	1	0	1	17
OG0025608	17	0	0	0	0	17
OG0025609	5	9	0	2	1	17
OG0025610	7	7	0	2	1	17
OG0025611	10	0	0	6	1	17
OG0025612	6	6	0	4	1	17
OG0025613	13	2	1	0	1	17
OG0025614	10	5	1	0	1	17
OG0025615	14	0	2	0	1	17
OG0025616	9	1	2	4	1	17
OG0025617	6	2	4	4	1	17
OG0025618	9	5	2	0	1	17
OG0025619	8	5	1	2	1	17
OG0025620	9	7	0	0	1	17
OG0025621	4	8	2	2	1	17
OG0025622	4	10	1	1	1	17
OG0025623	10	0	1	5	1	17
OG0025624	6	6	0	4	1	17
OG0025625	7	5	2	2	1	17
OG0025626	10	4	0	2	1	17
OG0025627	5	5	3	3	1	17
OG0025628	11	0	1	4	1	17
OG0025629	6	8	0	2	1	17
OG0025630	4	8	1	3	1	17
OG0025631	13	1	0	2	1	17
OG0025632	5	8	1	2	1	17
OG0025633	8	4	2	2	1	17
OG0025634	10	0	2	4	1	17
OG0025635	7	6	0	3	1	17
OG0025636	3	9	3	1	1	17
OG0025637	5	6	1	4	1	17
OG0025638	5	6	2	3	1	17
OG0025639	7	1	0	8	1	17
OG0025640	7	4	2	3	1	17
OG0025641	9	2	2	3	1	17
OG0025642	12	1	0	3	1	17
OG0025643	5	7	2	2	1	17
OG0025644	8	6	1	1	1	17
OG0025645	8	4	0	3	2	17
OG0025646	16	0	0	0	1	17
OG0025647	5	5	1	5	1	17
OG0025648	7	5	1	3	1	17
OG0025649	7	4	1	4	1	17
OG0025650	5	9	1	1	1	17
OG0025651	6	6	0	4	1	17
OG0025652	3	11	0	2	1	17
OG0025653	7	4	2	3	1	17
OG0025654	7	5	2	2	1	17
OG0025655	4	2	1	8	2	17
OG0025656	7	2	4	3	1	17
OG0025657	5	6	1	4	1	17
OG0025658	5	7	1	3	1	17
OG0025659	10	3	2	1	1	17
OG0025660	6	6	4	0	1	17
OG0025661	6	7	0	3	1	17
OG0025662	7	6	1	2	1	17
OG0025663	6	7	0	3	1	17
OG0025664	7	3	2	4	1	17
OG0025665	9	5	1	1	1	17
OG0025666	9	2	1	4	1	17
OG0025667	5	7	1	3	1	17
OG0025668	13	0	1	2	1	17
OG0025669	5	7	0	4	1	17
OG0025670	11	4	0	1	1	17
OG0025671	8	7	1	0	1	17
OG0025672	4	4	4	4	1	17
OG0025673	8	8	0	0	1	17
OG0025674	6	6	0	4	1	17
OG0025675	10	0	2	4	1	17
OG0025676	6	5	1	4	1	17
OG0025677	5	4	3	4	1	17
OG0025678	6	6	2	2	1	17
OG0025679	10	4	2	0	1	17
OG0025680	7	3	3	3	1	17
OG0025681	7	1	5	3	1	17
OG0025682	5	5	1	5	1	17
OG0025683	8	5	1	2	1	17
OG0025684	7	1	2	6	1	17
OG0025685	8	8	0	0	1	17
OG0025686	6	5	1	4	1	17
OG0025687	5	7	0	4	1	17
OG0025688	12	2	0	2	1	17
OG0025689	4	7	1	4	1	17
OG0025690	6	9	0	1	1	17
OG0025691	6	3	3	4	1	17
OG0025692	6	4	2	4	1	17
OG0025693	7	9	0	0	1	17
OG0025694	11	3	1	1	1	17
OG0025695	9	4	2	1	1	17
OG0025696	4	5	2	5	1	17
OG0025697	11	1	1	3	1	17
OG0025698	6	5	1	4	1	17
OG0025699	10	0	3	3	1	17
OG0025700	9	6	1	0	1	17
OG0025701	6	8	1	1	1	17
OG0025702	6	9	0	1	1	17
OG0025703	6	6	0	4	1	17
OG0025704	4	5	0	7	1	17
OG0025705	6	3	4	3	1	17
OG0025706	4	8	0	4	1	17
OG0025707	7	5	0	4	1	17
OG0025708	12	0	4	0	1	17
OG0025709	6	3	1	4	3	17
OG0025710	7	9	0	0	1	17
OG0025711	3	7	2	4	1	17
OG0025712	6	6	1	3	1	17
OG0025713	9	2	3	2	1	17
OG0025714	4	6	2	2	3	17
OG0025715	8	1	3	4	1	17
OG0025716	7	4	2	3	1	17
OG0025717	6	4	2	4	1	17
OG0025718	8	1	3	4	1	17
OG0025719	14	2	0	0	1	17
OG0025720	6	7	2	1	1	17
OG0025721	5	8	2	1	1	17
OG0025722	13	2	1	0	1	17
OG0025723	6	5	2	3	1	17
OG0025724	7	6	1	2	1	17
OG0025725	9	3	1	3	1	17
OG0025726	5	6	2	3	1	17
OG0025727	8	5	2	1	1	17
OG0025728	6	6	0	4	1	17
OG0025729	2	7	3	4	1	17
OG0025730	7	5	1	3	1	17
OG0025731	10	3	0	2	2	17
OG0025732	14	1	0	0	2	17
OG0025733	8	6	1	1	1	17
OG0025734	11	5	0	0	1	17
OG0025735	8	6	1	1	1	17
OG0025736	10	5	0	1	1	17
OG0025737	10	5	0	1	1	17
OG0025738	4	8	0	1	4	17
OG0025739	7	6	3	0	1	17
OG0025740	9	4	0	3	1	17
OG0025741	2	8	3	3	1	17
OG0025742	5	10	1	0	1	17
OG0025743	6	3	5	2	1	17
OG0025744	7	6	0	1	3	17
OG0025745	11	2	0	3	1	17
OG0025746	17	0	0	0	0	17
OG0025747	6	5	2	3	1	17
OG0025748	6	6	0	4	1	17
OG0025749	10	0	0	7	0	17
OG0025750	17	0	0	0	0	17
OG0025751	17	0	0	0	0	17
OG0025752	16	1	0	0	0	17
OG0025753	15	2	0	0	0	17
OG0025754	9	4	2	1	1	17
OG0025755	17	0	0	0	0	17
OG0025756	15	0	1	1	0	17
OG0025757	6	6	0	4	1	17
OG0025758	6	6	1	3	1	17
OG0025759	6	6	0	4	1	17
OG0025760	5	8	0	3	1	17
OG0025761	17	0	0	0	0	17
OG0025762	6	5	2	3	1	17
OG0025763	17	0	0	0	0	17
OG0025764	12	4	1	0	0	17
OG0025765	16	1	0	0	0	17
OG0025766	8	3	2	3	1	17
OG0025767	9	2	2	3	1	17
OG0025768	8	4	0	4	1	17
OG0025769	5	5	3	3	1	17
OG0025770	6	7	1	2	1	17
OG0025771	4	8	1	3	1	17
OG0025772	7	5	2	2	1	17
OG0025773	17	0	0	0	0	17
OG0025774	5	4	3	4	1	17
OG0025775	17	0	0	0	0	17
OG0025776	14	1	1	0	1	17
OG0025777	17	0	0	0	0	17
OG0025778	10	1	0	6	0	17
OG0025779	12	3	0	2	0	17
OG0025780	4	8	0	4	1	17
OG0025781	6	4	0	6	1	17
OG0025782	6	7	1	3	0	17
OG0025783	12	0	1	4	0	17
OG0025784	7	5	1	3	1	17
OG0025785	6	6	1	3	1	17
OG0025786	17	0	0	0	0	17
OG0025787	16	0	0	0	1	17
OG0025788	12	1	1	2	1	17
OG0025789	7	6	1	2	1	17
OG0025790	4	6	3	3	1	17
OG0025791	4	7	3	2	1	17
OG0025792	7	5	1	3	1	17
OG0025793	8	8	0	0	1	17
OG0025794	4	5	4	3	1	17
OG0025795	7	8	1	0	1	17
OG0025796	17	0	0	0	0	17
OG0025797	7	7	2	0	1	17
OG0025798	17	0	0	0	0	17
OG0025799	16	0	1	0	0	17
OG0025800	17	0	0	0	0	17
OG0025801	6	4	2	4	1	17
OG0025802	15	0	1	1	0	17
OG0025803	17	0	0	0	0	17
OG0025804	6	3	3	4	1	17
OG0025805	17	0	0	0	0	17
OG0025806	17	0	0	0	0	17
OG0025807	4	1	2	10	0	17
OG0025808	17	0	0	0	0	17
OG0025809	8	2	0	7	0	17
OG0025810	12	3	1	1	0	17
OG0025811	17	0	0	0	0	17
OG0025812	6	7	0	4	0	17
OG0025813	15	1	0	1	0	17
OG0025814	10	2	1	4	0	17
OG0025815	10	0	3	3	1	17
OG0025816	17	0	0	0	0	17
OG0025817	7	9	1	0	0	17
OG0025818	8	4	2	2	1	17
OG0025819	15	0	0	2	0	17
OG0025820	9	0	0	8	0	17
OG0025821	11	0	2	3	1	17
OG0025822	16	1	0	0	0	17
OG0025823	10	5	0	2	0	17
OG0025824	14	3	0	0	0	17
OG0025825	8	5	0	3	1	17
OG0025826	6	7	2	1	1	17
OG0025827	5	8	1	2	1	17
OG0025828	7	6	0	3	1	17
OG0025829	17	0	0	0	0	17
OG0025830	11	3	1	1	1	17
OG0025831	17	0	0	0	0	17
OG0025832	9	3	2	2	1	17
OG0025833	8	7	1	0	1	17
OG0025834	17	0	0	0	0	17
OG0025835	17	0	0	0	0	17
OG0025836	9	3	1	3	1	17
OG0025837	8	6	0	2	1	17
OG0025838	7	9	0	1	0	17
OG0025839	8	7	0	2	0	17
OG0025840	14	0	3	0	0	17
OG0025841	17	0	0	0	0	17
OG0025842	14	0	0	3	0	17
OG0025843	6	4	3	3	1	17
OG0025844	6	9	0	1	1	17
OG0025845	7	7	0	2	1	17
OG0025846	17	0	0	0	0	17
OG0025847	17	0	0	0	0	17
OG0025848	10	6	0	0	1	17
OG0025849	7	5	1	3	1	17
OG0025850	14	3	0	0	0	17
OG0025851	17	0	0	0	0	17
OG0025852	17	0	0	0	0	17
OG0025853	6	6	1	3	1	17
OG0025854	17	0	0	0	0	17
OG0025855	9	6	0	2	0	17
OG0025856	6	5	3	2	1	17
OG0025857	8	5	1	2	1	17
OG0025858	7	6	1	2	1	17
OG0025859	15	2	0	0	0	17
OG0025860	7	5	2	2	1	17
OG0025861	6	5	0	5	1	17
OG0025862	17	0	0	0	0	17
OG0025863	7	5	1	3	1	17
OG0025864	14	3	0	0	0	17
OG0025865	16	0	1	0	0	17
OG0025866	7	7	1	1	1	17
OG0025867	7	7	0	2	1	17
OG0025868	17	0	0	0	0	17
OG0025869	17	0	0	0	0	17
OG0025870	8	7	1	0	1	17
OG0025871	11	5	1	0	0	17
OG0025872	5	7	1	3	1	17
OG0025873	5	9	2	0	1	17
OG0025874	17	0	0	0	0	17
OG0025875	16	0	1	0	0	17
OG0025876	3	7	2	4	1	17
OG0025877	4	6	2	4	1	17
OG0025878	5	8	1	2	1	17
OG0025879	7	5	0	4	1	17
OG0025880	3	8	1	4	1	17
OG0025881	8	5	0	3	1	17
OG0025882	7	5	3	1	1	17
OG0025883	3	6	3	4	1	17
OG0025884	5	6	2	3	1	17
OG0025885	17	0	0	0	0	17
OG0025886	8	4	2	3	0	17
OG0025887	7	4	2	3	1	17
OG0025888	6	4	2	4	1	17
OG0025889	15	0	0	1	1	17
OG0025890	12	5	0	0	0	17
OG0025891	7	7	0	2	1	17
OG0025892	5	6	2	3	1	17
OG0025893	3	10	1	3	0	17
OG0025894	6	4	2	4	1	17
OG0025895	17	0	0	0	0	17
OG0025896	9	6	0	1	1	17
OG0025897	9	2	2	3	1	17
OG0025898	13	1	0	3	0	17
OG0025899	2	10	3	2	0	17
OG0025900	10	2	2	3	0	17
OG0025901	5	6	1	4	1	17
OG0025902	5	7	1	4	0	17
OG0025903	6	7	0	3	1	17
OG0025904	8	3	3	3	0	17
OG0025905	7	9	1	0	0	17
OG0025906	4	8	0	4	1	17
OG0025907	17	0	0	0	0	17
OG0025908	5	7	0	4	1	17
OG0025909	17	0	0	0	0	17
OG0025910	17	0	0	0	0	17
OG0025911	8	5	2	1	1	17
OG0025912	3	7	2	4	1	17
OG0025913	5	5	3	3	1	17
OG0025914	5	4	3	4	1	17
OG0025915	17	0	0	0	0	17
OG0025916	5	8	0	3	1	17
OG0025917	4	10	0	2	1	17
OG0025918	10	5	0	2	0	17
OG0025919	14	0	1	2	0	17
OG0025920	17	0	0	0	0	17
OG0025921	6	7	0	3	1	17
OG0025922	9	7	0	0	1	17
OG0025923	5	5	3	3	1	17
OG0025924	10	4	2	1	0	17
OG0025925	17	0	0	0	0	17
OG0025926	17	0	0	0	0	17
OG0025927	17	0	0	0	0	17
OG0025928	5	6	2	3	1	17
OG0025929	10	2	1	3	1	17
OG0025930	10	1	1	4	1	17
OG0025931	17	0	0	0	0	17
OG0025932	5	3	4	4	1	17
OG0025933	17	0	0	0	0	17
OG0025934	5	8	1	2	1	17
OG0025935	15	0	2	0	0	17
OG0025936	17	0	0	0	0	17
OG0025937	16	0	1	0	0	17
OG0025938	9	2	2	4	0	17
OG0025939	17	0	0	0	0	17
OG0025940	14	3	0	0	0	17
OG0025941	7	3	3	3	1	17
OG0025942	5	7	1	3	1	17
OG0025943	7	2	4	3	1	17
OG0025944	4	7	0	5	1	17
OG0025945	6	6	1	3	1	17
OG0025946	6	3	3	4	1	17
OG0025947	5	7	1	3	1	17
OG0025948	6	6	1	3	1	17
OG0025949	6	5	2	3	1	17
OG0025950	16	0	0	1	0	17
OG0025951	5	5	2	4	1	17
OG0025952	17	0	0	0	0	17
OG0025953	12	3	0	1	1	17
OG0025954	6	6	1	3	1	17
OG0025955	17	0	0	0	0	17
OG0025956	6	8	2	0	1	17
OG0025957	6	9	0	2	0	17
OG0025958	14	1	0	1	1	17
OG0025959	17	0	0	0	0	17
OG0025960	17	0	0	0	0	17
OG0025961	7	6	1	2	1	17
OG0025962	6	5	2	3	1	17
OG0025963	17	0	0	0	0	17
OG0025964	5	6	2	3	1	17
OG0025965	12	1	0	3	1	17
OG0025966	13	3	0	1	0	17
OG0025967	7	3	3	3	1	17
OG0025968	17	0	0	0	0	17
OG0025969	14	3	0	0	0	17
OG0025970	6	6	0	4	1	17
OG0025971	17	0	0	0	0	17
OG0025972	12	1	2	2	0	17
OG0025973	7	7	1	1	1	17
OG0025974	12	2	1	2	0	17
OG0025975	12	2	1	1	1	17
OG0025976	3	5	2	6	1	17
OG0025977	6	5	2	3	1	17
OG0025978	17	0	0	0	0	17
OG0025979	9	8	0	0	0	17
OG0025980	13	3	0	0	1	17
OG0025981	8	5	3	0	1	17
OG0025982	17	0	0	0	0	17
OG0025983	8	7	1	1	0	17
OG0025984	10	1	1	4	1	17
OG0025985	8	3	1	4	1	17
OG0025986	15	0	1	1	0	17
OG0025987	5	8	1	2	1	17
OG0025988	9	2	2	3	1	17
OG0025989	11	0	1	4	1	17
OG0025990	14	3	0	0	0	17
OG0025991	4	9	2	1	1	17
OG0025992	7	6	0	4	0	17
OG0025993	15	0	0	2	0	17
OG0025994	16	1	0	0	0	17
OG0025995	17	0	0	0	0	17
OG0025996	13	3	0	0	1	17
OG0025997	17	0	0	0	0	17
OG0025998	3	6	3	4	1	17
OG0025999	5	7	2	2	1	17
OG0026000	4	8	0	4	1	17
OG0026001	17	0	0	0	0	17
OG0026002	17	0	0	0	0	17
OG0026003	17	0	0	0	0	17
OG0026004	13	1	0	3	0	17
OG0026005	16	0	0	1	0	17
OG0026006	6	7	1	2	1	17
OG0026007	15	1	0	1	0	17
OG0026008	9	6	0	2	0	17
OG0026009	3	5	4	4	1	17
OG0026010	4	7	3	3	0	17
OG0026011	9	7	1	0	0	17
OG0026012	17	0	0	0	0	17
OG0026013	15	1	1	0	0	17
OG0026014	17	0	0	0	0	17
OG0026015	11	2	0	4	0	17
OG0026016	17	0	0	0	0	17
OG0026017	15	2	0	0	0	17
OG0026018	5	5	3	3	1	17
OG0026019	15	0	0	2	0	17
OG0026020	5	7	0	5	0	17
OG0026021	6	2	0	9	0	17
OG0026022	5	5	3	3	1	17
OG0026023	7	6	3	0	1	17
OG0026024	17	0	0	0	0	17
OG0026025	11	5	0	1	0	17
OG0026026	14	2	0	1	0	17
OG0026027	14	3	0	0	0	17
OG0026028	3	6	3	4	1	17
OG0026029	17	0	0	0	0	17
OG0026030	13	0	1	1	2	17
OG0026031	14	2	1	0	0	17
OG0026032	16	0	1	0	0	17
OG0026033	14	2	0	1	0	17
OG0026034	11	5	1	0	0	17
OG0026035	11	0	3	2	1	17
OG0026036	17	0	0	0	0	17
OG0026037	14	0	1	2	0	17
OG0026038	17	0	0	0	0	17
OG0026039	13	2	1	1	0	17
OG0026040	4	6	3	3	1	17
OG0026041	13	1	0	3	0	17
OG0026042	4	6	3	3	1	17
OG0026043	12	1	1	3	0	17
OG0026044	13	3	1	0	0	17
OG0026045	10	6	0	1	0	17
OG0026046	17	0	0	0	0	17
OG0026047	14	0	1	2	0	17
OG0026048	3	13	1	0	0	17
OG0026049	5	3	4	4	1	17
OG0026050	4	12	0	1	0	17
OG0026051	13	3	0	0	1	17
OG0026052	17	0	0	0	0	17
OG0026053	10	3	0	4	0	17
OG0026054	8	1	1	7	0	17
OG0026055	14	2	0	0	1	17
OG0026056	17	0	0	0	0	17
OG0026057	11	5	1	0	0	17
OG0026058	4	7	3	2	1	17
OG0026059	13	0	3	1	0	17
OG0026060	17	0	0	0	0	17
OG0026061	4	6	2	4	1	17
OG0026062	2	7	2	5	1	17
OG0026063	4	10	0	1	2	17
OG0026064	5	5	2	4	1	17
OG0026065	16	1	0	0	0	17
OG0026066	13	2	0	2	0	17
OG0026067	14	2	0	1	0	17
OG0026068	10	1	3	3	0	17
OG0026069	8	8	1	0	0	17
OG0026070	16	1	0	0	0	17
OG0026071	17	0	0	0	0	17
OG0026072	17	0	0	0	0	17
OG0026073	7	6	0	3	1	17
OG0026074	5	7	1	3	1	17
OG0026075	5	3	1	7	1	17
OG0026076	17	0	0	0	0	17
OG0026077	16	1	0	0	0	17
OG0026078	17	0	0	0	0	17
OG0026079	4	7	1	4	1	17
OG0026080	17	0	0	0	0	17
OG0026081	6	7	2	1	1	17
OG0026082	5	8	1	2	1	17
OG0026083	5	6	2	3	1	17
OG0026084	16	0	0	0	1	17
OG0026085	17	0	0	0	0	17
OG0026086	16	0	0	0	1	17
OG0026087	6	5	0	5	1	17
OG0026088	17	0	0	0	0	17
OG0026089	7	7	2	0	1	17
OG0026090	17	0	0	0	0	17
OG0026091	7	4	1	4	1	17
OG0026092	17	0	0	0	0	17
OG0026093	17	0	0	0	0	17
OG0026094	6	4	5	1	1	17
OG0026095	15	0	0	2	0	17
OG0026096	7	4	2	3	1	17
OG0026097	6	6	4	0	1	17
OG0026098	6	10	1	0	0	17
OG0026099	4	7	1	4	1	17
OG0026100	4	8	2	2	1	17
OG0026101	9	7	0	1	0	17
OG0026102	15	0	0	1	1	17
OG0026103	17	0	0	0	0	17
OG0026104	5	8	1	2	1	17
OG0026105	16	0	0	0	1	17
OG0026106	15	1	0	1	0	17
OG0026107	6	4	2	4	1	17
OG0026108	5	7	0	4	1	17
OG0026109	12	2	0	2	1	17
OG0026110	17	0	0	0	0	17
OG0026111	17	0	0	0	0	17
OG0026112	17	0	0	0	0	17
OG0026113	10	5	2	0	0	17
OG0026114	7	5	0	4	1	17
OG0026115	10	0	1	6	0	17
OG0026116	17	0	0	0	0	17
OG0026117	17	0	0	0	0	17
OG0026118	12	0	1	4	0	17
OG0026119	15	2	0	0	0	17
OG0026120	15	2	0	0	0	17
OG0026121	8	7	1	1	0	17
OG0026122	5	4	3	4	1	17
OG0026123	17	0	0	0	0	17
OG0026124	8	4	1	3	1	17
OG0026125	10	6	0	1	0	17
OG0026126	4	5	3	4	1	17
OG0026127	4	7	2	3	1	17
OG0026128	5	7	1	3	1	17
OG0026129	17	0	0	0	0	17
OG0026130	8	4	3	2	0	17
OG0026131	6	9	1	0	1	17
OG0026132	11	2	0	4	0	17
OG0026133	3	9	0	4	1	17
OG0026134	4	6	2	4	1	17
OG0026135	15	1	0	1	0	17
OG0026136	5	5	2	4	1	17
OG0026137	16	0	0	0	1	17
OG0026138	16	0	1	0	0	17
OG0026139	5	6	2	3	1	17
OG0026140	17	0	0	0	0	17
OG0026141	5	6	1	4	1	17
OG0026142	8	0	0	0	9	17
OG0026143	8	5	1	2	1	17
OG0026144	17	0	0	0	0	17
OG0026145	12	5	0	0	0	17
OG0026146	15	0	1	1	0	17
OG0026147	6	5	3	2	1	17
OG0026148	17	0	0	0	0	17
OG0026149	15	1	0	1	0	17
OG0026150	5	7	1	3	1	17
OG0026151	5	6	2	3	1	17
OG0026152	14	2	0	0	1	17
OG0026153	7	6	0	3	1	17
OG0026154	6	8	0	2	1	17
OG0026155	15	1	0	1	0	17
OG0026156	7	7	1	1	1	17
OG0026157	2	8	3	3	1	17
OG0026158	8	3	0	6	0	17
OG0026159	5	7	3	1	1	17
OG0026160	7	3	3	3	1	17
OG0026161	9	7	0	1	0	17
OG0026162	17	0	0	0	0	17
OG0026163	7	8	1	0	1	17
OG0026164	12	0	2	3	0	17
OG0026165	15	1	0	1	0	17
OG0026166	6	6	3	1	1	17
OG0026167	15	1	0	1	0	17
OG0026168	10	1	1	4	1	17
OG0026169	10	4	0	3	0	17
OG0026170	8	1	3	5	0	17
OG0026171	11	1	0	4	1	17
OG0026172	17	0	0	0	0	17
OG0026173	3	8	2	3	1	17
OG0026174	8	4	0	4	1	17
OG0026175	10	3	1	3	0	17
OG0026176	17	0	0	0	0	17
OG0026177	17	0	0	0	0	17
OG0026178	17	0	0	0	0	17
OG0026179	17	0	0	0	0	17
OG0026180	13	3	0	1	0	17
OG0026181	17	0	0	0	0	17
OG0026182	7	4	4	2	0	17
OG0026183	5	5	1	5	1	17
OG0026184	6	8	0	2	1	17
OG0026185	17	0	0	0	0	17
OG0026186	6	7	0	3	1	17
OG0026187	17	0	0	0	0	17
OG0026188	7	7	1	1	1	17
OG0026189	16	0	1	0	0	17
OG0026190	8	7	1	0	1	17
OG0026191	17	0	0	0	0	17
OG0026192	8	4	0	4	1	17
OG0026193	17	0	0	0	0	17
OG0026194	6	4	4	2	1	17
OG0026195	5	7	0	4	1	17
OG0026196	6	6	1	3	1	17
OG0026197	10	6	0	0	1	17
OG0026198	17	0	0	0	0	17
OG0026199	17	0	0	0	0	17
OG0026200	11	2	2	1	1	17
OG0026201	17	0	0	0	0	17
OG0026202	6	5	1	4	1	17
OG0026203	17	0	0	0	0	17
OG0026204	9	7	0	0	1	17
OG0026205	12	0	1	4	0	17
OG0026206	5	7	1	3	1	17
OG0026207	17	0	0	0	0	17
OG0026208	8	7	0	1	1	17
OG0026209	6	6	1	3	1	17
OG0026210	4	5	1	6	1	17
OG0026211	5	5	2	4	1	17
OG0026212	6	5	2	3	1	17
OG0026213	11	6	0	0	0	17
OG0026214	7	7	2	0	1	17
OG0026215	7	4	2	3	1	17
OG0026216	8	5	1	2	1	17
OG0026217	9	4	0	3	1	17
OG0026218	8	4	2	2	1	17
OG0026219	5	4	3	4	1	17
OG0026220	6	5	0	5	1	17
OG0026221	17	0	0	0	0	17
OG0026222	9	7	0	0	1	17
OG0026223	6	4	2	4	1	17
OG0026224	6	4	2	4	1	17
OG0026225	17	0	0	0	0	17
OG0026226	7	4	1	4	1	17
OG0026227	6	2	4	4	1	17
OG0026228	13	2	1	1	0	17
OG0026229	8	6	2	0	1	17
OG0026230	6	6	2	2	1	17
OG0026231	4	5	3	4	1	17
OG0026232	17	0	0	0	0	17
OG0026233	8	5	3	1	0	17
OG0026234	7	4	4	1	1	17
OG0026235	17	0	0	0	0	17
OG0026236	6	5	3	2	1	17
OG0026237	12	5	0	0	0	17
OG0026238	6	5	2	3	1	17
OG0026239	6	8	1	1	1	17
OG0026240	7	6	0	3	1	17
OG0026241	7	6	2	1	1	17
OG0026242	5	6	1	4	1	17
OG0026243	9	4	0	4	0	17
OG0026244	17	0	0	0	0	17
OG0026245	7	5	1	3	1	17
OG0026246	5	7	0	4	1	17
OG0026247	6	5	2	3	1	17
OG0026248	17	0	0	0	0	17
OG0026249	6	7	0	3	1	17
OG0026250	5	3	4	4	1	17
OG0026251	7	5	1	4	0	17
OG0026252	6	3	3	4	1	17
OG0026253	7	6	0	3	1	17
OG0026254	6	4	2	4	1	17
OG0026255	5	7	0	4	1	17
OG0026256	5	8	0	3	1	17
OG0026257	6	7	1	2	1	17
OG0026258	4	8	0	4	1	17
OG0026259	7	3	3	3	1	17
OG0026260	6	3	2	5	1	17
OG0026261	9	7	0	0	1	17
OG0026262	5	6	3	2	1	17
OG0026263	6	5	2	3	1	17
OG0026264	6	9	1	0	1	17
OG0026265	12	2	1	2	0	17
OG0026266	6	7	1	3	0	17
OG0026267	11	4	1	1	0	17
OG0026268	4	6	3	3	1	17
OG0026269	17	0	0	0	0	17
OG0026270	16	0	1	0	0	17
OG0026271	12	2	0	3	0	17
OG0026272	9	3	1	3	1	17
OG0026273	6	6	1	3	1	17
OG0026274	13	3	0	1	0	17
OG0026275	16	0	0	1	0	17
OG0026276	5	7	2	2	1	17
OG0026277	8	6	1	1	1	17
OG0026278	5	8	0	3	1	17
OG0026279	10	6	1	0	0	17
OG0026280	12	3	0	2	0	17
OG0026281	6	5	1	4	1	17
OG0026282	7	7	1	2	0	17
OG0026283	8	0	4	4	1	17
OG0026284	5	7	2	2	1	17
OG0026285	6	8	0	3	0	17
OG0026286	11	1	0	1	4	17
OG0026287	6	6	1	3	1	17
OG0026288	9	5	3	0	0	17
OG0026289	5	4	3	4	1	17
OG0026290	17	0	0	0	0	17
OG0026291	5	7	1	3	1	17
OG0026292	16	1	0	0	0	17
OG0026293	5	5	3	4	0	17
OG0026294	10	2	0	2	3	17
OG0026295	17	0	0	0	0	17
OG0026296	15	0	1	1	0	17
OG0026297	8	8	0	0	1	17
OG0026298	17	0	0	0	0	17
OG0026299	4	8	1	3	1	17
OG0026300	4	10	1	1	1	17
OG0026301	4	6	3	3	1	17
OG0026302	7	6	0	3	1	17
OG0026303	7	7	0	3	0	17
OG0026304	5	7	2	2	1	17
OG0026305	5	6	2	3	1	17
OG0026306	17	0	0	0	0	17
OG0026307	4	7	2	3	1	17
OG0026308	12	5	0	0	0	17
OG0026309	13	2	0	2	0	17
OG0026310	4	8	0	4	1	17
OG0026311	17	0	0	0	0	17
OG0026312	5	8	0	4	0	17
OG0026313	7	5	1	3	1	17
OG0026314	5	6	3	2	1	17
OG0026315	9	5	0	2	1	17
OG0026316	5	7	1	3	1	17
OG0026317	9	8	0	0	0	17
OG0026318	16	0	0	0	1	17
OG0026319	16	1	0	0	0	17
OG0026320	3	7	2	4	1	17
OG0026321	6	6	0	5	0	17
OG0026322	17	0	0	0	0	17
OG0026323	16	0	0	1	0	17
OG0026324	7	9	0	1	0	17
OG0026325	12	0	2	3	0	17
OG0026326	6	11	0	0	0	17
OG0026327	9	7	0	1	0	17
OG0026328	5	8	0	3	1	17
OG0026329	12	5	0	0	0	17
OG0026330	12	2	2	0	1	17
OG0026331	6	7	0	3	1	17
OG0026332	4	8	0	5	0	17
OG0026333	4	7	3	2	1	17
OG0026334	14	3	0	0	0	17
OG0026335	16	0	1	0	0	17
OG0026336	13	1	1	2	0	17
OG0026337	14	3	0	0	0	17
OG0026338	17	0	0	0	0	17
OG0026339	16	0	0	0	1	17
OG0026340	14	3	0	0	0	17
OG0026341	2	13	0	2	0	17
OG0026342	7	7	0	3	0	17
OG0026343	7	5	1	4	0	17
OG0026344	11	6	0	0	0	17
OG0026345	14	2	0	0	1	17
OG0026346	4	2	2	8	1	17
OG0026347	16	0	1	0	0	17
OG0026348	14	1	2	0	0	17
OG0026349	14	1	0	2	0	17
OG0026350	16	0	0	1	0	17
OG0026351	6	7	1	2	1	17
OG0026352	8	4	0	4	1	17
OG0026353	7	7	1	1	1	17
OG0026354	7	7	0	2	1	17
OG0026355	7	5	0	4	1	17
OG0026356	7	6	0	3	1	17
OG0026357	16	1	0	0	0	17
OG0026358	10	5	0	0	2	17
OG0026359	4	9	0	3	1	17
OG0026360	4	8	1	3	1	17
OG0026361	8	8	0	0	1	17
OG0026362	9	3	0	4	1	17
OG0026363	5	5	3	3	1	17
OG0026364	6	5	1	4	1	17
OG0026365	16	1	0	0	0	17
OG0026366	6	4	2	4	1	17
OG0026367	13	2	0	0	2	17
OG0026368	7	3	0	6	1	17
OG0026369	6	7	0	3	1	17
OG0026370	16	0	0	1	0	17
OG0026371	5	8	0	3	1	17
OG0026372	5	9	0	2	1	17
