Orthogroup	SP803280_proteinas	Saccharum_officinarum_LA_Purple.protein	Saccharum_spontaneum_AP85-441.protein	Saccharum_spontaneum_NpX.protein	sorgo_proteinas	Total
OG0093849	0	2	0	0	0	2
OG0093850	0	2	0	0	0	2
OG0093851	0	2	0	0	0	2
OG0093852	0	2	0	0	0	2
OG0093853	0	2	0	0	0	2
OG0093854	0	2	0	0	0	2
OG0093855	0	2	0	0	0	2
OG0093856	0	2	0	0	0	2
OG0093857	0	2	0	0	0	2
OG0093858	0	2	0	0	0	2
OG0093859	0	2	0	0	0	2
OG0093860	0	2	0	0	0	2
OG0093861	0	2	0	0	0	2
OG0093862	0	1	0	1	0	2
OG0093863	0	2	0	0	0	2
OG0093864	0	2	0	0	0	2
OG0093865	0	2	0	0	0	2
OG0093866	0	2	0	0	0	2
OG0093867	0	1	0	1	0	2
OG0093868	0	2	0	0	0	2
OG0093869	0	2	0	0	0	2
OG0093870	0	2	0	0	0	2
OG0093871	0	2	0	0	0	2
OG0093872	0	2	0	0	0	2
OG0093873	0	2	0	0	0	2
OG0093874	0	2	0	0	0	2
OG0093875	0	2	0	0	0	2
OG0093876	0	2	0	0	0	2
OG0093877	0	2	0	0	0	2
OG0093878	0	2	0	0	0	2
OG0093879	0	2	0	0	0	2
OG0093880	0	2	0	0	0	2
OG0093881	0	1	0	1	0	2
OG0093882	0	2	0	0	0	2
OG0093883	0	2	0	0	0	2
OG0093884	0	2	0	0	0	2
OG0093885	0	2	0	0	0	2
OG0093886	0	2	0	0	0	2
OG0093887	0	2	0	0	0	2
OG0093888	0	2	0	0	0	2
OG0093889	0	2	0	0	0	2
OG0093890	0	2	0	0	0	2
OG0093891	0	2	0	0	0	2
OG0093892	0	2	0	0	0	2
OG0093893	0	2	0	0	0	2
OG0093894	0	2	0	0	0	2
OG0093895	0	2	0	0	0	2
OG0093896	0	2	0	0	0	2
OG0093897	0	2	0	0	0	2
OG0093898	0	2	0	0	0	2
OG0093899	0	1	1	0	0	2
OG0093900	0	2	0	0	0	2
OG0093901	0	2	0	0	0	2
OG0093902	0	2	0	0	0	2
OG0093903	0	2	0	0	0	2
OG0093904	0	2	0	0	0	2
OG0093905	0	2	0	0	0	2
OG0093906	0	2	0	0	0	2
OG0093907	0	2	0	0	0	2
OG0093908	0	2	0	0	0	2
OG0093909	0	2	0	0	0	2
OG0093910	0	1	1	0	0	2
OG0093911	0	1	0	1	0	2
OG0093912	0	2	0	0	0	2
OG0093913	0	2	0	0	0	2
OG0093914	0	1	0	1	0	2
OG0093915	0	2	0	0	0	2
OG0093916	0	2	0	0	0	2
OG0093917	0	2	0	0	0	2
OG0093918	0	2	0	0	0	2
OG0093919	0	2	0	0	0	2
OG0093920	0	2	0	0	0	2
OG0093921	0	2	0	0	0	2
OG0093922	0	2	0	0	0	2
OG0093923	0	2	0	0	0	2
OG0093924	0	2	0	0	0	2
OG0093925	0	2	0	0	0	2
OG0093926	0	2	0	0	0	2
OG0093927	0	2	0	0	0	2
OG0093928	0	2	0	0	0	2
OG0093929	0	2	0	0	0	2
OG0093930	0	2	0	0	0	2
OG0093931	0	2	0	0	0	2
OG0093932	0	2	0	0	0	2
OG0093933	0	1	0	1	0	2
OG0093934	0	2	0	0	0	2
OG0093935	0	1	0	1	0	2
OG0093936	0	2	0	0	0	2
OG0093937	0	1	0	1	0	2
OG0093938	0	2	0	0	0	2
OG0093939	0	2	0	0	0	2
OG0093940	0	2	0	0	0	2
OG0093941	0	2	0	0	0	2
OG0093942	0	2	0	0	0	2
OG0093943	0	2	0	0	0	2
OG0093944	0	2	0	0	0	2
OG0093945	0	2	0	0	0	2
OG0093946	0	2	0	0	0	2
OG0093947	0	2	0	0	0	2
OG0093948	0	2	0	0	0	2
OG0093949	0	1	1	0	0	2
OG0093950	0	2	0	0	0	2
OG0093951	0	2	0	0	0	2
OG0093952	0	2	0	0	0	2
OG0093953	0	2	0	0	0	2
OG0093954	0	2	0	0	0	2
OG0093955	0	2	0	0	0	2
OG0093956	0	2	0	0	0	2
OG0093957	0	2	0	0	0	2
OG0093958	0	2	0	0	0	2
OG0093959	0	2	0	0	0	2
OG0093960	0	2	0	0	0	2
OG0093961	0	2	0	0	0	2
OG0093962	0	2	0	0	0	2
OG0093963	0	2	0	0	0	2
OG0093964	0	2	0	0	0	2
OG0093965	0	2	0	0	0	2
OG0093966	0	2	0	0	0	2
OG0093967	0	2	0	0	0	2
OG0093968	0	2	0	0	0	2
OG0093969	0	2	0	0	0	2
OG0093970	0	2	0	0	0	2
OG0093971	0	2	0	0	0	2
OG0093972	0	2	0	0	0	2
OG0093973	0	2	0	0	0	2
OG0093974	0	2	0	0	0	2
OG0093975	0	1	0	1	0	2
OG0093976	0	2	0	0	0	2
OG0093977	0	2	0	0	0	2
OG0093978	0	2	0	0	0	2
OG0093979	0	2	0	0	0	2
OG0093980	0	2	0	0	0	2
OG0093981	0	2	0	0	0	2
OG0093982	0	2	0	0	0	2
OG0093983	0	1	1	0	0	2
OG0093984	0	2	0	0	0	2
OG0093985	0	2	0	0	0	2
OG0093986	0	2	0	0	0	2
OG0093987	0	2	0	0	0	2
OG0093988	0	1	0	1	0	2
OG0093989	0	2	0	0	0	2
OG0093990	0	2	0	0	0	2
OG0093991	0	2	0	0	0	2
OG0093992	0	2	0	0	0	2
OG0093993	0	2	0	0	0	2
OG0093994	0	2	0	0	0	2
OG0093995	0	1	1	0	0	2
OG0093996	0	1	0	1	0	2
OG0093997	0	2	0	0	0	2
OG0093998	0	2	0	0	0	2
OG0093999	0	2	0	0	0	2
OG0094000	0	2	0	0	0	2
OG0094001	0	2	0	0	0	2
OG0094002	0	1	1	0	0	2
OG0094003	0	1	0	1	0	2
OG0094004	0	2	0	0	0	2
OG0094005	0	2	0	0	0	2
OG0094006	0	2	0	0	0	2
OG0094007	0	2	0	0	0	2
OG0094008	0	2	0	0	0	2
OG0094009	0	2	0	0	0	2
OG0094010	0	1	0	1	0	2
OG0094011	0	2	0	0	0	2
OG0094012	0	2	0	0	0	2
OG0094013	0	2	0	0	0	2
OG0094014	0	2	0	0	0	2
OG0094015	0	2	0	0	0	2
OG0094016	0	2	0	0	0	2
OG0094017	0	2	0	0	0	2
OG0094018	0	2	0	0	0	2
OG0094019	0	2	0	0	0	2
OG0094020	0	1	0	1	0	2
OG0094021	0	1	1	0	0	2
OG0094022	0	2	0	0	0	2
OG0094023	0	2	0	0	0	2
OG0094024	0	2	0	0	0	2
OG0094025	0	2	0	0	0	2
OG0094026	0	1	0	1	0	2
OG0094027	0	2	0	0	0	2
OG0094028	0	2	0	0	0	2
OG0094029	0	2	0	0	0	2
OG0094030	0	2	0	0	0	2
OG0094031	0	2	0	0	0	2
OG0094032	0	2	0	0	0	2
OG0094033	0	2	0	0	0	2
OG0094034	0	1	0	1	0	2
OG0094035	0	2	0	0	0	2
OG0094036	0	2	0	0	0	2
OG0094037	0	2	0	0	0	2
OG0094038	0	2	0	0	0	2
OG0094039	0	1	1	0	0	2
OG0094040	0	1	0	1	0	2
OG0094041	0	2	0	0	0	2
OG0094042	0	2	0	0	0	2
OG0094043	0	2	0	0	0	2
OG0094044	0	1	0	1	0	2
OG0094045	0	2	0	0	0	2
OG0094046	0	2	0	0	0	2
OG0094047	0	2	0	0	0	2
OG0094048	0	2	0	0	0	2
OG0094049	0	2	0	0	0	2
OG0094050	0	2	0	0	0	2
OG0094051	0	2	0	0	0	2
OG0094052	0	2	0	0	0	2
OG0094053	0	2	0	0	0	2
OG0094054	0	2	0	0	0	2
OG0094055	0	2	0	0	0	2
OG0094056	0	2	0	0	0	2
OG0094057	0	2	0	0	0	2
OG0094058	0	2	0	0	0	2
OG0094059	0	2	0	0	0	2
OG0094060	0	2	0	0	0	2
OG0094061	0	2	0	0	0	2
OG0094062	0	2	0	0	0	2
OG0094063	0	1	0	1	0	2
OG0094064	0	2	0	0	0	2
OG0094065	0	2	0	0	0	2
OG0094066	0	2	0	0	0	2
OG0094067	0	2	0	0	0	2
OG0094068	0	2	0	0	0	2
OG0094069	0	2	0	0	0	2
OG0094070	0	2	0	0	0	2
OG0094071	0	2	0	0	0	2
OG0094072	0	2	0	0	0	2
OG0094073	0	2	0	0	0	2
OG0094074	0	2	0	0	0	2
OG0094075	0	2	0	0	0	2
OG0094076	0	2	0	0	0	2
OG0094077	0	2	0	0	0	2
OG0094078	0	2	0	0	0	2
OG0094079	0	2	0	0	0	2
OG0094080	0	2	0	0	0	2
OG0094081	0	2	0	0	0	2
OG0094082	0	2	0	0	0	2
OG0094083	0	2	0	0	0	2
OG0094084	0	2	0	0	0	2
OG0094085	0	2	0	0	0	2
OG0094086	0	1	1	0	0	2
OG0094087	0	2	0	0	0	2
OG0094088	0	1	0	1	0	2
OG0094089	0	2	0	0	0	2
OG0094090	0	2	0	0	0	2
OG0094091	0	2	0	0	0	2
OG0094092	0	2	0	0	0	2
OG0094093	0	2	0	0	0	2
OG0094094	0	2	0	0	0	2
OG0094095	0	2	0	0	0	2
OG0094096	0	2	0	0	0	2
OG0094097	0	2	0	0	0	2
OG0094098	0	2	0	0	0	2
OG0094099	0	2	0	0	0	2
OG0094100	0	2	0	0	0	2
OG0094101	0	2	0	0	0	2
OG0094102	0	1	0	1	0	2
OG0094103	0	2	0	0	0	2
OG0094104	0	2	0	0	0	2
OG0094105	0	2	0	0	0	2
OG0094106	0	1	0	1	0	2
OG0094107	0	2	0	0	0	2
OG0094108	0	2	0	0	0	2
OG0094109	0	2	0	0	0	2
OG0094110	0	1	0	1	0	2
OG0094111	0	2	0	0	0	2
OG0094112	0	2	0	0	0	2
OG0094113	0	1	1	0	0	2
OG0094114	0	2	0	0	0	2
OG0094115	0	2	0	0	0	2
OG0094116	0	2	0	0	0	2
OG0094117	0	1	1	0	0	2
OG0094118	0	2	0	0	0	2
OG0094119	0	2	0	0	0	2
OG0094120	0	2	0	0	0	2
OG0094121	0	2	0	0	0	2
OG0094122	0	2	0	0	0	2
OG0094123	0	2	0	0	0	2
OG0094124	0	2	0	0	0	2
OG0094125	0	1	0	1	0	2
OG0094126	0	2	0	0	0	2
OG0094127	0	2	0	0	0	2
OG0094128	0	2	0	0	0	2
OG0094129	0	2	0	0	0	2
OG0094130	0	2	0	0	0	2
OG0094131	0	2	0	0	0	2
OG0094132	0	2	0	0	0	2
OG0094133	0	2	0	0	0	2
OG0094134	0	2	0	0	0	2
OG0094135	0	1	0	1	0	2
OG0094136	0	1	1	0	0	2
OG0094137	0	2	0	0	0	2
OG0094138	0	2	0	0	0	2
OG0094139	0	1	0	1	0	2
OG0094140	0	2	0	0	0	2
OG0094141	0	2	0	0	0	2
OG0094142	0	2	0	0	0	2
OG0094143	0	2	0	0	0	2
OG0094144	0	2	0	0	0	2
OG0094145	0	2	0	0	0	2
OG0094146	0	1	0	1	0	2
OG0094147	0	2	0	0	0	2
OG0094148	0	1	0	1	0	2
OG0094149	0	2	0	0	0	2
OG0094150	0	2	0	0	0	2
OG0094151	0	2	0	0	0	2
OG0094152	0	2	0	0	0	2
OG0094153	0	2	0	0	0	2
OG0094154	0	2	0	0	0	2
OG0094155	0	2	0	0	0	2
OG0094156	0	2	0	0	0	2
OG0094157	0	1	1	0	0	2
OG0094158	0	2	0	0	0	2
OG0094159	0	1	0	1	0	2
OG0094160	0	2	0	0	0	2
OG0094161	0	2	0	0	0	2
OG0094162	0	2	0	0	0	2
OG0094163	0	2	0	0	0	2
OG0094164	0	2	0	0	0	2
OG0094165	0	1	1	0	0	2
OG0094166	0	2	0	0	0	2
OG0094167	0	2	0	0	0	2
OG0094168	0	2	0	0	0	2
OG0094169	0	2	0	0	0	2
OG0094170	0	2	0	0	0	2
OG0094171	0	1	1	0	0	2
OG0094172	0	2	0	0	0	2
OG0094173	0	2	0	0	0	2
OG0094174	0	2	0	0	0	2
OG0094175	0	2	0	0	0	2
OG0094176	0	2	0	0	0	2
OG0094177	0	2	0	0	0	2
OG0094178	0	2	0	0	0	2
OG0094179	0	2	0	0	0	2
OG0094180	0	2	0	0	0	2
OG0094181	0	2	0	0	0	2
OG0094182	0	2	0	0	0	2
OG0094183	0	2	0	0	0	2
OG0094184	0	2	0	0	0	2
OG0094185	0	2	0	0	0	2
OG0094186	0	2	0	0	0	2
OG0094187	0	1	0	1	0	2
OG0094188	0	2	0	0	0	2
OG0094189	0	2	0	0	0	2
OG0094190	0	2	0	0	0	2
OG0094191	0	2	0	0	0	2
OG0094192	0	2	0	0	0	2
OG0094193	0	2	0	0	0	2
OG0094194	0	2	0	0	0	2
OG0094195	0	2	0	0	0	2
OG0094196	0	2	0	0	0	2
OG0094197	0	2	0	0	0	2
OG0094198	0	2	0	0	0	2
OG0094199	0	2	0	0	0	2
OG0094200	0	2	0	0	0	2
OG0094201	0	2	0	0	0	2
OG0094202	0	1	1	0	0	2
OG0094203	0	2	0	0	0	2
OG0094204	0	2	0	0	0	2
OG0094205	0	2	0	0	0	2
OG0094206	0	1	1	0	0	2
OG0094207	0	2	0	0	0	2
OG0094208	0	2	0	0	0	2
OG0094209	0	2	0	0	0	2
OG0094210	0	2	0	0	0	2
OG0094211	0	2	0	0	0	2
OG0094212	0	2	0	0	0	2
OG0094213	0	1	0	1	0	2
OG0094214	0	2	0	0	0	2
OG0094215	0	2	0	0	0	2
OG0094216	0	2	0	0	0	2
OG0094217	0	2	0	0	0	2
OG0094218	0	2	0	0	0	2
OG0094219	0	2	0	0	0	2
OG0094220	0	2	0	0	0	2
OG0094221	0	2	0	0	0	2
OG0094222	0	2	0	0	0	2
OG0094223	0	2	0	0	0	2
OG0094224	0	2	0	0	0	2
OG0094225	0	2	0	0	0	2
OG0094226	0	2	0	0	0	2
OG0094227	0	2	0	0	0	2
OG0094228	0	2	0	0	0	2
OG0094229	0	2	0	0	0	2
OG0094230	0	2	0	0	0	2
OG0094231	0	2	0	0	0	2
OG0094232	0	2	0	0	0	2
OG0094233	0	2	0	0	0	2
OG0094234	0	1	0	1	0	2
OG0094235	0	2	0	0	0	2
OG0094236	0	2	0	0	0	2
OG0094237	0	2	0	0	0	2
OG0094238	0	2	0	0	0	2
OG0094239	0	2	0	0	0	2
OG0094240	0	2	0	0	0	2
OG0094241	0	1	1	0	0	2
OG0094242	0	2	0	0	0	2
OG0094243	0	2	0	0	0	2
OG0094244	0	2	0	0	0	2
OG0094245	0	2	0	0	0	2
OG0094246	0	2	0	0	0	2
OG0094247	0	2	0	0	0	2
OG0094248	0	1	1	0	0	2
OG0094249	0	2	0	0	0	2
OG0094250	0	2	0	0	0	2
OG0094251	0	2	0	0	0	2
OG0094252	0	2	0	0	0	2
OG0094253	0	2	0	0	0	2
OG0094254	0	2	0	0	0	2
OG0094255	0	1	1	0	0	2
OG0094256	0	2	0	0	0	2
OG0094257	0	2	0	0	0	2
OG0094258	0	1	0	1	0	2
OG0094259	0	2	0	0	0	2
OG0094260	0	1	0	1	0	2
OG0094261	0	2	0	0	0	2
OG0094262	0	2	0	0	0	2
OG0094263	0	2	0	0	0	2
OG0094264	0	2	0	0	0	2
OG0094265	0	2	0	0	0	2
OG0094266	0	2	0	0	0	2
OG0094267	0	2	0	0	0	2
OG0094268	0	2	0	0	0	2
OG0094269	0	2	0	0	0	2
OG0094270	0	1	0	1	0	2
OG0094271	0	2	0	0	0	2
OG0094272	0	2	0	0	0	2
OG0094273	0	2	0	0	0	2
OG0094274	0	1	1	0	0	2
OG0094275	0	2	0	0	0	2
OG0094276	0	2	0	0	0	2
OG0094277	0	1	0	1	0	2
OG0094278	0	2	0	0	0	2
OG0094279	0	2	0	0	0	2
OG0094280	0	2	0	0	0	2
OG0094281	0	1	1	0	0	2
OG0094282	0	2	0	0	0	2
OG0094283	0	2	0	0	0	2
OG0094284	0	2	0	0	0	2
OG0094285	0	2	0	0	0	2
OG0094286	0	2	0	0	0	2
OG0094287	0	2	0	0	0	2
OG0094288	0	2	0	0	0	2
OG0094289	0	1	0	1	0	2
OG0094290	0	2	0	0	0	2
OG0094291	0	2	0	0	0	2
OG0094292	0	2	0	0	0	2
OG0094293	0	1	0	1	0	2
OG0094294	0	2	0	0	0	2
OG0094295	0	2	0	0	0	2
OG0094296	0	2	0	0	0	2
OG0094297	0	2	0	0	0	2
OG0094298	0	2	0	0	0	2
OG0094299	0	2	0	0	0	2
OG0094300	0	2	0	0	0	2
OG0094301	0	2	0	0	0	2
OG0094302	0	2	0	0	0	2
OG0094303	0	2	0	0	0	2
OG0094304	0	2	0	0	0	2
OG0094305	0	2	0	0	0	2
OG0094306	0	2	0	0	0	2
OG0094307	0	2	0	0	0	2
OG0094308	0	2	0	0	0	2
OG0094309	0	2	0	0	0	2
OG0094310	0	2	0	0	0	2
OG0094311	0	2	0	0	0	2
OG0094312	0	2	0	0	0	2
OG0094313	0	2	0	0	0	2
OG0094314	0	2	0	0	0	2
OG0094315	0	2	0	0	0	2
OG0094316	0	2	0	0	0	2
OG0094317	0	2	0	0	0	2
OG0094318	0	2	0	0	0	2
OG0094319	0	2	0	0	0	2
OG0094320	0	2	0	0	0	2
OG0094321	0	2	0	0	0	2
OG0094322	0	2	0	0	0	2
OG0094323	0	2	0	0	0	2
OG0094324	0	2	0	0	0	2
OG0094325	0	2	0	0	0	2
OG0094326	0	2	0	0	0	2
OG0094327	0	2	0	0	0	2
OG0094328	0	2	0	0	0	2
OG0094329	0	2	0	0	0	2
OG0094330	0	2	0	0	0	2
OG0094331	0	1	0	1	0	2
OG0094332	0	2	0	0	0	2
OG0094333	0	2	0	0	0	2
OG0094334	0	2	0	0	0	2
OG0094335	0	1	1	0	0	2
OG0094336	0	1	0	1	0	2
OG0094337	0	2	0	0	0	2
OG0094338	0	2	0	0	0	2
OG0094339	0	2	0	0	0	2
OG0094340	0	2	0	0	0	2
OG0094341	0	1	1	0	0	2
OG0094342	0	2	0	0	0	2
OG0094343	0	2	0	0	0	2
OG0094344	0	2	0	0	0	2
OG0094345	0	2	0	0	0	2
OG0094346	0	2	0	0	0	2
OG0094347	0	2	0	0	0	2
OG0094348	0	2	0	0	0	2
OG0094349	0	2	0	0	0	2
OG0094350	0	2	0	0	0	2
OG0094351	0	1	0	1	0	2
OG0094352	0	2	0	0	0	2
OG0094353	0	2	0	0	0	2
OG0094354	0	2	0	0	0	2
OG0094355	0	2	0	0	0	2
OG0094356	0	2	0	0	0	2
OG0094357	0	2	0	0	0	2
OG0094358	0	2	0	0	0	2
OG0094359	0	2	0	0	0	2
OG0094360	0	2	0	0	0	2
OG0094361	0	2	0	0	0	2
OG0094362	0	1	1	0	0	2
OG0094363	0	2	0	0	0	2
OG0094364	0	2	0	0	0	2
OG0094365	0	2	0	0	0	2
OG0094366	0	2	0	0	0	2
OG0094367	0	2	0	0	0	2
OG0094368	0	2	0	0	0	2
OG0094369	0	2	0	0	0	2
OG0094370	0	2	0	0	0	2
OG0094371	0	2	0	0	0	2
OG0094372	0	2	0	0	0	2
OG0094373	0	2	0	0	0	2
OG0094374	0	2	0	0	0	2
OG0094375	0	2	0	0	0	2
OG0094376	0	2	0	0	0	2
OG0094377	0	2	0	0	0	2
OG0094378	0	2	0	0	0	2
OG0094379	0	2	0	0	0	2
OG0094380	0	2	0	0	0	2
OG0094381	0	1	0	1	0	2
OG0094382	0	1	0	1	0	2
OG0094383	0	1	0	1	0	2
OG0094384	0	2	0	0	0	2
OG0094385	0	2	0	0	0	2
OG0094386	0	2	0	0	0	2
OG0094387	0	2	0	0	0	2
OG0094388	0	2	0	0	0	2
OG0094389	0	1	0	1	0	2
OG0094390	0	2	0	0	0	2
OG0094391	0	1	0	1	0	2
OG0094392	0	2	0	0	0	2
OG0094393	0	2	0	0	0	2
OG0094394	0	2	0	0	0	2
OG0094395	0	2	0	0	0	2
OG0094396	0	2	0	0	0	2
OG0094397	0	2	0	0	0	2
OG0094398	0	2	0	0	0	2
OG0094399	0	2	0	0	0	2
OG0094400	0	2	0	0	0	2
OG0094401	0	2	0	0	0	2
OG0094402	0	2	0	0	0	2
OG0094403	0	1	0	1	0	2
OG0094404	0	2	0	0	0	2
OG0094405	0	2	0	0	0	2
OG0094406	0	1	0	1	0	2
OG0094407	0	2	0	0	0	2
OG0094408	0	2	0	0	0	2
OG0094409	0	2	0	0	0	2
OG0094410	0	2	0	0	0	2
OG0094411	0	2	0	0	0	2
OG0094412	0	2	0	0	0	2
OG0094413	0	1	1	0	0	2
OG0094414	0	2	0	0	0	2
OG0094415	0	2	0	0	0	2
OG0094416	0	2	0	0	0	2
OG0094417	0	2	0	0	0	2
OG0094418	0	2	0	0	0	2
OG0094419	0	2	0	0	0	2
OG0094420	0	2	0	0	0	2
OG0094421	0	2	0	0	0	2
OG0094422	0	2	0	0	0	2
OG0094423	0	2	0	0	0	2
OG0094424	0	2	0	0	0	2
OG0094425	0	2	0	0	0	2
OG0094426	0	2	0	0	0	2
OG0094427	0	2	0	0	0	2
OG0094428	0	2	0	0	0	2
OG0094429	0	1	1	0	0	2
OG0094430	0	1	0	1	0	2
OG0094431	0	2	0	0	0	2
OG0094432	0	2	0	0	0	2
OG0094433	0	2	0	0	0	2
OG0094434	0	2	0	0	0	2
OG0094435	0	1	0	1	0	2
OG0094436	0	2	0	0	0	2
OG0094437	0	1	1	0	0	2
OG0094438	0	2	0	0	0	2
OG0094439	0	2	0	0	0	2
OG0094440	0	2	0	0	0	2
OG0094441	0	2	0	0	0	2
OG0094442	0	1	1	0	0	2
OG0094443	0	2	0	0	0	2
OG0094444	0	2	0	0	0	2
OG0094445	0	2	0	0	0	2
OG0094446	0	1	0	1	0	2
OG0094447	0	2	0	0	0	2
OG0094448	0	2	0	0	0	2
OG0094449	0	1	0	1	0	2
OG0094450	0	2	0	0	0	2
OG0094451	0	2	0	0	0	2
OG0094452	0	1	1	0	0	2
OG0094453	0	2	0	0	0	2
OG0094454	0	2	0	0	0	2
OG0094455	0	2	0	0	0	2
OG0094456	0	2	0	0	0	2
OG0094457	0	2	0	0	0	2
OG0094458	0	2	0	0	0	2
OG0094459	0	2	0	0	0	2
OG0094460	0	2	0	0	0	2
OG0094461	0	2	0	0	0	2
OG0094462	0	1	0	1	0	2
OG0094463	0	2	0	0	0	2
OG0094464	0	2	0	0	0	2
OG0094465	0	2	0	0	0	2
OG0094466	0	2	0	0	0	2
OG0094467	0	2	0	0	0	2
OG0094468	0	2	0	0	0	2
OG0094469	0	2	0	0	0	2
OG0094470	0	2	0	0	0	2
OG0094471	0	2	0	0	0	2
OG0094472	0	2	0	0	0	2
OG0094473	0	2	0	0	0	2
OG0094474	0	2	0	0	0	2
OG0094475	0	1	0	1	0	2
OG0094476	0	1	0	1	0	2
OG0094477	0	2	0	0	0	2
OG0094478	0	2	0	0	0	2
OG0094479	0	2	0	0	0	2
OG0094480	0	2	0	0	0	2
OG0094481	0	2	0	0	0	2
OG0094482	0	2	0	0	0	2
OG0094483	0	2	0	0	0	2
OG0094484	0	2	0	0	0	2
OG0094485	0	1	1	0	0	2
OG0094486	0	1	0	1	0	2
OG0094487	0	2	0	0	0	2
OG0094488	0	2	0	0	0	2
OG0094489	0	2	0	0	0	2
OG0094490	0	2	0	0	0	2
OG0094491	0	1	0	1	0	2
OG0094492	0	2	0	0	0	2
OG0094493	0	2	0	0	0	2
OG0094494	0	2	0	0	0	2
OG0094495	0	2	0	0	0	2
OG0094496	0	1	1	0	0	2
OG0094497	0	2	0	0	0	2
OG0094498	0	1	0	1	0	2
OG0094499	0	2	0	0	0	2
OG0094500	0	2	0	0	0	2
OG0094501	0	2	0	0	0	2
OG0094502	0	2	0	0	0	2
OG0094503	0	2	0	0	0	2
OG0094504	0	1	1	0	0	2
OG0094505	0	2	0	0	0	2
OG0094506	0	2	0	0	0	2
OG0094507	0	2	0	0	0	2
OG0094508	0	2	0	0	0	2
OG0094509	0	2	0	0	0	2
OG0094510	0	2	0	0	0	2
OG0094511	0	2	0	0	0	2
OG0094512	0	1	0	1	0	2
OG0094513	0	2	0	0	0	2
OG0094514	0	2	0	0	0	2
OG0094515	0	2	0	0	0	2
OG0094516	0	2	0	0	0	2
OG0094517	0	2	0	0	0	2
OG0094518	0	2	0	0	0	2
OG0094519	0	2	0	0	0	2
OG0094520	0	1	1	0	0	2
OG0094521	0	2	0	0	0	2
OG0094522	0	2	0	0	0	2
OG0094523	0	2	0	0	0	2
OG0094524	0	2	0	0	0	2
OG0094525	0	2	0	0	0	2
OG0094526	0	2	0	0	0	2
OG0094527	0	2	0	0	0	2
OG0094528	0	1	1	0	0	2
OG0094529	0	2	0	0	0	2
OG0094530	0	2	0	0	0	2
OG0094531	0	2	0	0	0	2
OG0094532	0	2	0	0	0	2
OG0094533	0	2	0	0	0	2
OG0094534	0	2	0	0	0	2
OG0094535	0	2	0	0	0	2
OG0094536	0	2	0	0	0	2
OG0094537	0	2	0	0	0	2
OG0094538	0	1	1	0	0	2
OG0094539	0	2	0	0	0	2
OG0094540	0	2	0	0	0	2
OG0094541	0	2	0	0	0	2
OG0094542	0	2	0	0	0	2
OG0094543	0	2	0	0	0	2
OG0094544	0	2	0	0	0	2
OG0094545	0	2	0	0	0	2
OG0094546	0	2	0	0	0	2
OG0094547	0	2	0	0	0	2
OG0094548	0	2	0	0	0	2
OG0094549	0	2	0	0	0	2
OG0094550	0	2	0	0	0	2
OG0094551	0	2	0	0	0	2
OG0094552	0	1	0	1	0	2
OG0094553	0	2	0	0	0	2
OG0094554	0	2	0	0	0	2
OG0094555	0	2	0	0	0	2
OG0094556	0	2	0	0	0	2
OG0094557	0	2	0	0	0	2
OG0094558	0	2	0	0	0	2
OG0094559	0	1	0	1	0	2
OG0094560	0	2	0	0	0	2
OG0094561	0	1	1	0	0	2
OG0094562	0	2	0	0	0	2
OG0094563	0	2	0	0	0	2
OG0094564	0	2	0	0	0	2
OG0094565	0	1	0	1	0	2
OG0094566	0	2	0	0	0	2
OG0094567	0	2	0	0	0	2
OG0094568	0	2	0	0	0	2
OG0094569	0	1	0	1	0	2
OG0094570	0	1	1	0	0	2
OG0094571	0	2	0	0	0	2
OG0094572	0	2	0	0	0	2
OG0094573	0	2	0	0	0	2
OG0094574	0	2	0	0	0	2
OG0094575	0	2	0	0	0	2
OG0094576	0	2	0	0	0	2
OG0094577	0	2	0	0	0	2
OG0094578	0	2	0	0	0	2
OG0094579	0	2	0	0	0	2
OG0094580	0	2	0	0	0	2
OG0094581	0	2	0	0	0	2
OG0094582	0	1	0	1	0	2
OG0094583	0	1	0	1	0	2
OG0094584	0	1	0	1	0	2
OG0094585	0	1	0	1	0	2
OG0094586	0	2	0	0	0	2
OG0094587	0	2	0	0	0	2
OG0094588	0	2	0	0	0	2
OG0094589	0	2	0	0	0	2
OG0094590	0	2	0	0	0	2
OG0094591	0	1	1	0	0	2
OG0094592	0	2	0	0	0	2
OG0094593	0	2	0	0	0	2
OG0094594	0	2	0	0	0	2
OG0094595	0	2	0	0	0	2
OG0094596	0	2	0	0	0	2
OG0094597	0	2	0	0	0	2
OG0094598	0	2	0	0	0	2
OG0094599	0	2	0	0	0	2
OG0094600	0	2	0	0	0	2
OG0094601	0	2	0	0	0	2
OG0094602	0	2	0	0	0	2
OG0094603	0	1	1	0	0	2
OG0094604	0	1	0	1	0	2
OG0094605	0	1	0	1	0	2
OG0094606	0	1	0	1	0	2
OG0094607	0	2	0	0	0	2
OG0094608	0	2	0	0	0	2
OG0094609	0	1	0	1	0	2
OG0094610	0	2	0	0	0	2
OG0094611	0	2	0	0	0	2
OG0094612	0	2	0	0	0	2
OG0094613	0	2	0	0	0	2
OG0094614	0	2	0	0	0	2
OG0094615	0	2	0	0	0	2
OG0094616	0	2	0	0	0	2
OG0094617	0	2	0	0	0	2
OG0094618	0	2	0	0	0	2
OG0094619	0	2	0	0	0	2
OG0094620	0	2	0	0	0	2
